Country,ISO3,RW_Single_Count,RW_Single_Count_Cluster,RW_Collab_Count,RW_Collab_Count_Cluster,RW_Total_Count,RW_Total_Count_Cluster,WoS_Total_Publications,WoS_Total_Publications_Cluster,RR_Single_%,RR_Single_%_Cluster,RR_Collab_%,RR_Collab_%_Cluster,RR_Total_%,RR_Total_%_Cluster,Collaboration_Share_%,Collaboration_Share_%_Cluster,Total_Mean_RD_Years,Total_Mean_RD_Years_Cluster,Total_RD_?1_%,Total_RD_?1_%_Cluster,Total_RD_1_2_%,Total_RD_1_2_%_Cluster,Total_RD_2_3_%,Total_RD_2_3_%_Cluster,Total_RD_3_4_%,Total_RD_3_4_%_Cluster,Total_RD_4_5_%,Total_RD_4_5_%_Cluster,Total_RD_>5_%,Total_RD_>5_%_Cluster,Total_Slope13,Total_Slope13_Cluster,Single_Mean_RD_Years,Single_Mean_RD_Years_Cluster,Single_RD_?1_%,Single_RD_?1_%_Cluster,Single_RD_1_2_%,Single_RD_1_2_%_Cluster,Single_RD_2_3_%,Single_RD_2_3_%_Cluster,Single_RD_3_4_%,Single_RD_3_4_%_Cluster,Single_RD_4_5_%,Single_RD_4_5_%_Cluster,Single_RD_>5_%,Single_RD_>5_%_Cluster,Single_Slope13,Single_Slope13_Cluster,Collab_Mean_RD_Years,Collab_Mean_RD_Years_Cluster,Collab_RD_?1_%,Collab_RD_?1_%_Cluster,Collab_RD_1_2_%,Collab_RD_1_2_%_Cluster,Collab_RD_2_3_%,Collab_RD_2_3_%_Cluster,Collab_RD_3_4_%,Collab_RD_3_4_%_Cluster,Collab_RD_4_5_%,Collab_RD_4_5_%_Cluster,Collab_RD_>5_%,Collab_RD_>5_%_Cluster,Collab_Slope13,Collab_Slope13_Cluster,NRR_Total_RR,NRR_Total_RR_Cluster,NRR_Single_RR,NRR_Single_RR_Cluster,NRR_Collab_RR,NRR_Collab_RR_Cluster,NRD_Total,NRD_Total_Cluster,NRD_Single,NRD_Single_Cluster,NRD_Collab,NRD_Collab_Cluster,NRRDI_Total_RR,NRRDI_Total_RR_Cluster,NRRDI_Single_RR,NRRDI_Single_RR_Cluster,NRRDI_Collab_RR,NRRDI_Collab_RR_Cluster,NSlope13_Total,NSlope13_Total_Cluster,NSlope13_Single,NSlope13_Single_Cluster,NSlope13_Collab,NSlope13_Collab_Cluster,NRS13I_Total_RR,NRS13I_Total_RR_Cluster,NRS13I_Single_RR,NRS13I_Single_RR_Cluster,NRS13I_Collab_RR,NRS13I_Collab_RR_Cluster
New Zealand,NZL,28,0.0,78,0.0,106,0.0,405573,0.0,0.006903813,1.0,0.019232049,0.0,0.026135862,0.0,73.58490566,0.0,2.921441763,0.0,44.33962264,0.0,16.03773585,0.0,8.490566038,0.0,6.603773585,0.0,4.716981132,1.0,19.81132075,0.0,17.9245283,0.0,2.52019165,0.0,60.71428571,1.0,10.71428571,0.0,3.571428571,3.0,3.571428571,0.0,0.0,1.0,21.42857143,0.0,28.57142857,0.0,3.065480265,0.0,38.46153846,0.0,17.94871795,0.0,10.25641026,1.0,7.692307692,2.0,6.41025641,0.0,19.23076923,1.0,14.1025641,0.0,0.971978184,0.0,0.993185993,1.0,0.964886459,0.0,0.664780191,0.0,0.811413101,0.0,0.470489911,0.0,0.818379187,0.0,0.902299547,0.0,0.717688185,0.0,0.634977953,0.0,0.748603352,0.0,0.603372603,0.0,0.803478068,0.0,0.870894673,0.0,0.784129531,0.0
Finland,FIN,31,0.0,85,0.0,116,0.0,563893,0.0,0.005497497,1.0,0.015073782,0.0,0.020571279,0.0,73.27586207,0.0,3.66069532,0.0,35.34482759,0.0,21.55172414,0.0,11.20689655,0.0,2.586206897,0.0,1.724137931,1.0,27.5862069,0.0,12.06896552,0.0,4.039831313,0.0,51.61290323,1.0,12.90322581,0.0,6.451612903,3.0,0.0,1.0,0.0,1.0,29.03225806,0.0,22.58064516,0.0,3.522422193,0.0,29.41176471,0.0,24.70588235,0.0,12.94117647,1.0,3.529411765,1.0,2.352941176,0.0,27.05882353,1.0,8.235294118,1.0,0.984452136,0.0,0.997664591,1.0,0.975890473,0.0,0.52040689,0.0,0.610777485,0.0,0.332620651,0.0,0.752429513,0.0,0.804221038,0.0,0.654255562,0.0,0.373118435,0.0,0.579924311,0.0,0.389825119,0.0,0.678785285,0.0,0.788794451,0.0,0.682857796,0.0
Colombia,COL,28,0.0,82,0.0,110,0.0,156196,0.0,0.017926195,1.0,0.052498143,2.0,0.070424339,2.0,74.54545455,0.0,1.552436065,0.0,57.27272727,0.0,21.81818182,0.0,7.272727273,0.0,5.454545455,0.0,0.909090909,1.0,7.272727273,0.0,25.0,0.0,1.717023565,0.0,57.14285714,1.0,14.28571429,0.0,7.142857143,3.0,14.28571429,2.0,0.0,1.0,7.142857143,0.0,25.0,0.0,1.496235455,0.0,57.31707317,0.0,24.3902439,0.0,7.317073171,1.0,2.43902439,1.0,1.219512195,0.0,7.317073171,0.0,25.0,2.0,0.872698103,2.0,0.958083762,1.0,0.876854476,2.0,0.932141597,0.0,0.91745411,0.0,0.943965001,0.0,0.90241985,0.0,0.937768936,0.0,0.910409739,0.0,0.951391536,0.0,0.648044693,0.0,1.0,0.0,0.912044819,0.0,0.803064228,0.0,0.938427238,0.0
Norway,NOR,45,0.0,125,0.0,170,0.0,539023,0.0,0.008348438,1.0,0.023190105,0.0,0.031538543,0.0,73.52941176,0.0,2.609542215,0.0,37.64705882,0.0,24.70588235,0.0,10.58823529,0.0,7.058823529,0.0,2.941176471,1.0,17.05882353,0.0,13.52941176,0.0,2.512495247,0.0,51.11111111,1.0,13.33333333,0.0,4.444444444,3.0,8.888888889,0.0,4.444444444,2.0,17.77777778,0.0,23.33333333,0.0,2.644479124,0.0,32.8,0.0,28.8,0.0,12.8,1.0,6.4,1.0,2.4,0.0,16.8,1.0,10.0,0.0,0.959867165,0.0,0.988585394,1.0,0.954412266,0.0,0.725692941,0.0,0.812429244,0.0,0.597515058,0.0,0.842780053,0.0,0.900507319,0.0,0.775963662,0.0,0.438429279,0.0,0.601117318,0.0,0.454054054,0.0,0.699148222,0.0,0.794851356,0.0,0.70423316,0.0
Chile,CHL,16,0.0,56,0.0,72,0.0,273095,0.0,0.005858767,1.0,0.020505685,0.0,0.026364452,0.0,77.77777778,0.0,3.090805384,0.0,31.94444444,0.0,22.22222222,0.0,18.05555556,1.0,8.333333333,0.0,1.388888889,1.0,18.05555556,0.0,6.944444444,0.0,4.08110883,0.0,50.0,1.0,12.5,0.0,18.75,1.0,0.0,1.0,0.0,1.0,18.75,0.0,15.625,0.0,2.807861543,0.0,26.78571429,0.0,25.0,0.0,17.85714286,0.0,10.71428571,2.0,1.785714286,0.0,17.85714286,1.0,4.464285714,1.0,0.971465762,0.0,0.996514078,1.0,0.961516041,0.0,0.631704144,0.0,0.60532768,0.0,0.54821905,0.0,0.801584953,0.0,0.800920879,0.0,0.754867545,0.0,0.143950947,0.0,0.384078212,0.0,0.252574003,0.0,0.557708354,0.0,0.690296145,0.0,0.607045022,0.0
Slovakia,SVK,8,0.0,42,0.0,50,0.0,154558,0.0,0.00517605,1.0,0.027174265,0.0,0.032350315,0.0,84.0,0.0,2.601396304,0.0,46.0,0.0,16.0,0.0,10.0,0.0,10.0,0.0,6.0,1.0,12.0,0.0,18.0,0.0,4.332306639,0.0,50.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,12.5,0.0,37.5,0.0,25.0,0.0,2.271699097,0.0,45.23809524,0.0,19.04761905,0.0,11.9047619,1.0,11.9047619,2.0,4.761904762,0.0,7.142857143,0.0,16.66666667,0.0,0.958047441,0.0,0.99868828,1.0,0.943868995,0.0,0.727283805,0.0,0.572162431,0.0,0.709990853,0.0,0.842665623,0.0,0.785425355,0.0,0.826929924,0.0,0.638353031,0.0,0.648044693,0.0,0.696696697,0.0,0.798200236,0.0,0.823366486,0.0,0.820282846,0.0
Switzerland,CHE,72,0.0,258,2.0,330,0.0,1303747,2.0,0.005522544,1.0,0.019789116,0.0,0.025311659,0.0,78.18181818,0.0,3.81305457,0.0,33.93939394,0.0,18.48484848,0.0,8.484848485,0.0,6.363636364,0.0,4.242424242,1.0,28.48484848,0.0,12.72727273,0.0,4.347935204,0.0,25.0,1.0,18.05555556,0.0,11.11111111,0.0,8.333333333,0.0,2.777777778,2.0,34.72222222,0.0,6.944444444,0.0,3.663785556,0.0,36.43410853,0.0,18.60465116,0.0,7.751937984,1.0,5.813953488,1.0,4.651162791,0.0,26.74418605,1.0,14.34108527,0.0,0.973825773,0.0,0.997584826,1.0,0.963412297,0.0,0.49065173,0.0,0.570099016,0.0,0.289968268,0.0,0.732238752,0.0,0.783841921,0.0,0.626690282,0.0,0.402557793,0.0,0.139664804,0.0,0.612053914,0.0,0.688191783,0.0,0.568624815,0.0,0.787733106,0.0
Vietnam,VNM,46,0.0,209,0.0,255,0.0,130407,0.0,0.03527418,3.0,0.16026747,2.0,0.19554165,1.0,81.96078431,0.0,2.173026801,0.0,25.49019608,0.0,32.15686275,0.0,18.03921569,1.0,8.62745098,0.0,9.411764706,2.0,6.274509804,0.0,3.725490196,0.0,1.390233015,0.0,43.47826087,1.0,36.95652174,0.0,13.04347826,0.0,2.173913043,0.0,4.347826087,2.0,0.0,0.0,15.2173913,0.0,2.345316343,0.0,21.53110048,0.0,31.10047847,0.0,19.13875598,0.0,10.04784689,2.0,10.52631579,0.0,7.655502392,0.0,1.196172249,1.0,0.592226569,1.0,0.902836818,3.0,0.591664769,2.0,0.810942677,0.0,0.960599748,0.0,0.687778938,0.0,0.701584623,0.0,0.931718283,0.0,0.639721854,0.0,0.0,0.0,0.372601409,0.0,0.133626449,0.0,0.296113284,0.0,0.637719113,0.0,0.362645609,0.0
Pakistan,PAK,242,4.0,1124,1.0,1366,4.0,322803,0.0,0.074968324,3.0,0.348199986,1.0,0.42316831,1.0,82.284041,0.0,1.73406169,0.0,31.69838946,0.0,38.21376281,0.0,16.61786237,1.0,8.052708638,0.0,2.415812592,1.0,3.001464129,0.0,7.540263543,0.0,1.693236264,0.0,46.69421488,1.0,23.14049587,0.0,13.63636364,0.0,7.438016529,0.0,2.892561983,2.0,6.198347107,0.0,16.52892562,0.0,1.742851506,0.0,28.46975089,0.0,41.45907473,0.0,17.25978648,0.0,8.185053381,2.0,2.31316726,0.0,2.31316726,0.0,5.604982206,1.0,0.081963061,1.0,0.776425583,3.0,0.094339412,1.0,0.89667083,0.0,0.920594709,0.0,0.869555606,0.0,0.489316946,0.0,0.848510146,0.0,0.481947509,0.0,0.17059585,0.0,0.409529526,0.0,0.294091244,0.0,0.126279456,0.0,0.592977554,0.0,0.194215328,0.0
Saudi Arabia,SAU,359,4.0,1816,1.0,2175,4.0,473102,0.0,0.075882156,3.0,0.383849572,1.0,0.459731728,1.0,83.49425287,0.0,2.034202994,0.0,25.6091954,0.0,41.33333333,0.0,16.68965517,1.0,5.793103448,0.0,3.540229885,1.0,7.034482759,0.0,4.459770115,0.0,1.720186311,0.0,35.6545961,1.0,33.14763231,0.0,20.8913649,1.0,2.506963788,0.0,2.78551532,2.0,5.013927577,0.0,7.381615599,0.0,2.096280081,0.0,23.62334802,0.0,42.95154185,0.0,15.85903084,0.0,6.442731278,1.0,3.689427313,0.0,7.433920705,0.0,3.88215859,1.0,0.0,1.0,0.773515364,3.0,0.0,1.0,0.838054418,0.0,0.917036537,0.0,0.762918563,0.0,0.419027209,0.0,0.845275951,0.0,0.381459281,0.0,0.032836841,0.0,0.151973981,0.0,0.231386673,0.0,0.016418421,0.0,0.462744673,0.0,0.115693337,0.0
U Arab Emirates,ARE,20,0.0,157,0.0,177,0.0,119024,0.0,0.016803334,1.0,0.13190617,2.0,0.148709504,2.0,88.70056497,0.0,1.673259937,0.0,41.8079096,0.0,33.33333333,0.0,16.38418079,1.0,3.389830508,0.0,0.564971751,1.0,4.519774011,0.0,12.71186441,0.0,1.558110883,0.0,75.0,0.0,15.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,5.0,0.0,37.5,0.0,1.687928607,0.0,37.57961783,0.0,35.66878981,0.0,18.47133758,0.0,3.184713376,1.0,0.636942675,0.0,4.458598726,0.0,9.554140127,0.0,0.697208715,2.0,0.961659663,1.0,0.666717209,2.0,0.908545172,0.0,0.938435099,0.0,0.886127032,0.0,0.802876944,0.0,0.950047381,0.0,0.77642212,0.0,0.401868736,0.0,1.0,0.0,0.437826361,0.0,0.549538726,0.0,0.980829831,0.0,0.552271785,0.0
